x0,y0,x1,y1,x2,y2
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,4.473525309963782,19.01248256734608,0.838785995618209,7.8286692924366195
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,5.545205427620015,-2.426027374583757,2.3393835397771943,-0.6931506784525019
5.0,6.0,8.0,4.0,3.0,2.0
5.0,6.0,3.0272792351908437,12.86593674956109,0.5676148565982831,5.297738661583978
