2.399999999999999911e+00,4.500000000000000000e+00,6.013671135826927028e+00,8.015677839913777802e+00,1.072300484102228069e+01,6.425533940611612316e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.855796621920901224e+00,6.635782258696153235e+00,9.938700294962171000e+00,4.666562325993193205e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.243976165153860336e+00,6.633734514401354865e+00,1.016388746870467585e+01,4.824330212491167558e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.960953468990680904e+00,7.726296865869425545e+00,1.076158460304312747e+01,6.110853460344094934e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.236928366858532691e+00,6.985644305731139703e+00,1.018282115438296032e+01,5.528682481240243085e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.051612310324288480e+00,6.353428714841092173e+00,1.039195407856120923e+01,4.754273867001871601e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.230375704380991309e+00,7.004574381890568802e+00,9.968360161234155470e+00,5.550378937465358931e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.063665265612347532e+00,7.533955432300729171e+00,1.070766649209462074e+01,6.529253604006161282e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.048586545301223083e+00,6.348092863582789569e+00,1.013007541671855627e+01,4.559418986428790177e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.026925527650663916e+00,7.770515604435436430e+00,1.040258854500027574e+01,6.408009226133820846e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.325697972044946660e+00,7.084275680725122371e+00,9.845715396636679273e+00,5.371661469304230607e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.209976680604516908e+00,6.969305858511537721e+00,1.023620764045766762e+01,5.582214682167697894e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.843144120394730301e+00,7.604085728746579953e+00,1.039202415141430791e+01,6.409422193961404446e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.159872093304177731e+00,7.194169826335743423e+00,1.034614527377759785e+01,5.336330386526999092e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.193586485063305780e+00,7.232676168545636664e+00,1.054762242623427859e+01,5.530205616222495735e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.152053504096919312e+00,7.444775025317990291e+00,9.851061601356883912e+00,5.549824641603970932e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.336127529355824350e+00,5.941811224668613001e+00,1.020228456140454654e+01,4.017159829989145337e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.253780119630539147e+00,7.399536614824923753e+00,1.076152462434837176e+01,5.327454942430664531e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.911738093563995378e+00,7.041192805745050798e+00,1.019027723852605938e+01,5.347451031430222379e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.145757729172043327e+00,6.580581729017730197e+00,1.012070639364705649e+01,4.718306917968322800e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.832847939819492566e+00,7.463151311671185617e+00,1.013472001297876446e+01,5.420272102521904500e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.110915991185778218e+00,7.305356163944851211e+00,1.031068051923874940e+01,5.542825523971966817e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.096159956866261886e+00,7.041121049571694712e+00,1.028848456800239219e+01,5.512794808525371515e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.785843473471204312e+00,8.759733096173032862e+00,1.049674845024664194e+01,6.907325606757733105e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.004136337737586260e+00,7.681262831801438651e+00,1.059138881323741543e+01,6.419427283960697395e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.030250204020338067e+00,7.931281218913919240e+00,1.035381622662769452e+01,6.334788152440101072e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.127247698176828905e+00,7.443120692211006251e+00,1.035259821019601034e+01,5.592096952503290197e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.018734011624851554e+00,7.150381390007910731e+00,1.023500427775537602e+01,5.528022800987061558e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.149361058959782689e+00,7.212504045454108059e+00,1.028821192791481032e+01,5.544766786857981522e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.123136520425253693e+00,7.307076786956279157e+00,1.045669658083262377e+01,5.604499146617978766e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.110699630357567358e+00,7.299544017579827404e+00,1.030776191938692676e+01,5.504483123374793507e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.986072124269396610e+00,7.464168474888053240e+00,9.999055278881419540e+00,5.399249619119942167e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.162570670865344269e+00,7.275733824642519387e+00,1.028156104295357842e+01,5.555151297364176344e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.036772435686184934e+00,7.435827743197789275e+00,1.034132319436491620e+01,5.702962344015217511e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.184115948016344788e+00,7.163702652403843629e+00,1.061527055310246226e+01,5.694706117796289213e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.107082266688299121e+00,7.397708194474764909e+00,1.037369352457060678e+01,5.520184147756288517e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.016266951392159612e+00,7.971793138726264161e+00,1.033006436014928298e+01,6.040492002420291051e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.239723772829381510e+00,6.505832188434679253e+00,1.007569374213897895e+01,4.895825977218586367e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.944404781965262785e+00,8.444749091503613414e+00,1.075923417016011463e+01,7.318091496193617651e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.026934755738925453e+00,7.660385457661454289e+00,1.066069172394185394e+01,6.359567750738447600e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.348017265414225285e+00,7.370909320140183851e+00,1.032350388768935723e+01,5.669247093579779850e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.262628922747288662e+00,7.338275886459726394e+00,1.040514959244434401e+01,5.607657877416992065e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.133617477840948240e+00,7.291780684152714187e+00,1.054118468363024341e+01,5.655637348208935045e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.294599798587910300e+00,6.830919206185328107e+00,1.015381151413702199e+01,4.707189194091842666e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.923533178588750836e+00,8.531741922779399800e+00,1.084387687738041173e+01,7.248809364687171630e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.379520414094463909e+00,7.185219508897993101e+00,1.000429454756595504e+01,5.464140446958630548e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.073452219108463446e+00,7.042397314746848380e+00,1.003423694991624338e+01,5.598753991190159596e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.770232023611511885e+00,8.530370282108316715e+00,1.026646744033609870e+01,7.126353087036939371e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.119140441149125031e+00,7.171981200512175469e+00,1.024923225381704839e+01,5.472330052058972605e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.093375419235508517e+00,7.983055726756278503e+00,1.026406599238092099e+01,6.419561238878854326e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.079797716177234079e+00,7.700833628480714843e+00,1.014967023874137375e+01,6.407042965644732746e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.335543367343951182e+00,6.383953924419070169e+00,9.899004221676236170e+00,4.808759883856423833e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.875357144515390928e+00,7.384554507833620107e+00,1.021374666564883960e+01,5.364397888939591574e+00
2.399999999999999911e+00,4.500000000000000000e+00,5.621886297625359852e+00,8.649496951537697598e+00,1.064768638448132698e+01,6.982652553715518629e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.136955736226537894e+00,7.234026525549464459e+00,1.060012867334030418e+01,5.495670647992957569e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.106343495545406341e+00,8.034963810975334297e+00,1.061428089802745944e+01,6.187657989563079219e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.195556497508287741e+00,7.874760521062163399e+00,1.041460685575853340e+01,6.293932469193115331e+00
2.399999999999999911e+00,4.500000000000000000e+00,6.242302001886451457e+00,7.106653680066875367e+00,1.010341527023446595e+01,5.623695173198504094e+00
